point	title	description	iconSize	iconOffset	icon
34.6365694444,5.52286111111	<a href="http://en.wikipedia.org/wiki/Kastell Gemellae" target="pedia">Kastell Gemellae</a>	<div style="max-width: 250px;">Geo 34.6365694444, 5.52286111111<br>Auxiliarkastell<br>Provinz Africa proconsularis, Numidia<br>Fossatum Africae<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
52.9759638889,0.650777777778	<a href="http://de.wikipedia.org/wiki/Kastell Branodunum" target="pedia">Kastell Branodunum</a>	<div style="max-width: 250px;">Geo 52.9759638889, 0.650777777778<br>Kohorten- bzw. Reiterkastell, Flottenkastell (?)<br>Provinz Britannia<br>Litus Saxonicum<br>3. bis 5. Jahrhundert n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
51.9565,-3.45173611111	<a href="http://en.wikipedia.org/wiki/Kastell Brecon Y Gaer" target="pedia">Kastell Brecon Y Gaer</a>	<div style="max-width: 250px;">Geo 51.9565, -3.45173611111<br>Alenkastell<br>Provinz Britannia<br>Wales<br>vespasianisch bis 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-transp.png
53.2161805556,-3.83416666667	<a href="http://en.wikipedia.org/wiki/Kastell Caerhun (Canovium)" target="pedia">Kastell Caerhun (Canovium)</a>	<div style="max-width: 250px;">Geo 53.2161805556, -3.83416666667<br>Kohortenkastell<br>Provinz Britannia<br>Wales<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
51.9708333333,5.87361111111	<a href="http://de.wikipedia.org/wiki/Castra Herculis" target="pedia">Castra Herculis</a>	<div style="max-width: 250px;">Geo 51.9708333333, 5.87361111111<br>Auxiliarkastell<br>Provinz Germania inferior<br>Niedergermanischer Limes<br>2. Jh. bis fr&#252;hes 3. Jh.</div>	16,16	-8,-8	../img/icon-turm-transp.png
51.9708333333,5.87361111111	<a href="http://de.wikipedia.org/wiki/Castra Herculis" target="pedia">Castra Herculis</a>	<div style="max-width: 250px;">Geo 51.9708333333, 5.87361111111<br>Auxiliarkastell<br>Provinz Germania inferior<br>Niedergermanischer Limes<br>fr&#252;hes 3. Jh. bis um 260</div>	16,16	-8,-8	../img/icon-turm-transp.png
49.5428611111,9.38755555556	<a href="http://de.wikipedia.org/wiki/Kleinkastell H&#246;nehaus" target="pedia">Kleinkastell H&#246;nehaus</a>	<div style="max-width: 250px;">Geo 49.5428611111, 9.38755555556<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 7: "Vorderer Limes"<br>1.&#160;H&#228;lfte des 3. Jh. bis sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
49.2797111111,9.47858888889	<a href="http://de.wikipedia.org/wiki/Kleinkastell Sindringen" target="pedia">Kleinkastell Sindringen</a>	<div style="max-width: 250px;">Geo 49.2797111111, 9.47858888889<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>sp&#228;tes 2. Jh. n. Chr. oder 1. H&#228;lfte des 3. Jh. n. Chr. bis sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
49.0804111111,9.56209722222	<a href="http://de.wikipedia.org/wiki/Kleinkastell Mainhardt-Ost" target="pedia">Kleinkastell Mainhardt-Ost</a>	<div style="max-width: 250px;">Geo 49.0804111111, 9.56209722222<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>sp&#228;tes 2. Jahrhundert n. Chr. (oder 233 n. Chr.?) bis sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
49.0553777778,9.57173055556	<a href="http://de.wikipedia.org/wiki/Kleinkastell Hankertsm&#252;hle" target="pedia">Kleinkastell Hankertsm&#252;hle</a>	<div style="max-width: 250px;">Geo 49.0553777778, 9.57173055556<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>sp&#228;tes 2. Jahrhundert n. Chr. (oder 233 n. Chr.?) bis sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
48.926,9.61925	<a href="http://de.wikipedia.org/wiki/Kleinkastell Ebnisee (Wp 9/117)" target="pedia">Kleinkastell Ebnisee (Wp 9/117)</a>	<div style="max-width: 250px;">Geo 48.926, 9.61925<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>2. H&#228;lfte des 2. Jahrhundert n. Chr. (oder 233 n. Chr.?) bis sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
48.8865583333,9.63391666667	<a href="http://de.wikipedia.org/wiki/Kleinkastell R&#246;telsee" target="pedia">Kleinkastell R&#246;telsee</a>	<div style="max-width: 250px;">Geo 48.8865583333, 9.63391666667<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>sp&#228;tes 2. Jahrhundert n. Chr. (oder 233 n. Chr.?) bis um 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-transp.png
48.7137611111,11.4564277778	<a href="http:///wiki/Milit&#228;rhafen Oberstimm" target="pedia">Milit&#228;rhafen Oberstimm</a>	<div style="max-width: 250px;">Geo 48.7137611111, 11.4564277778<br>Milit&#228;rhafen<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br>Dendrodaten der Mole/ Uferbefestigung: 61, 91/92, 150/151</div>	16,16	-8,-8	../img/icon-turm-transp.png
48.2166666667,14.475	<a href="http://de.wikipedia.org/wiki/Lauriacum" target="pedia">Lauriacum</a>	<div style="max-width: 250px;">Geo 48.2166666667, 14.475<br>Legions- und Flottenkastell<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br>Todesjahr des Hl. Severin</div>	16,16	-8,-8	../img/icon-turm-transp.png
35.6895916667,39.8208388889	<a href="http:///wiki/Kastell Zenobia" target="pedia">Kastell Zenobia</a>	<div style="max-width: 250px;">Geo 35.6895916667, 39.8208388889<br><br>Provinz Syria<br>Euphrat-Limes (Limes Arabicus)<br>Errichtet wohl vor Zenobia; durch Chosrau I. nach 540 zerst&#246;rt, von Justinian I bis 565 wiedererrichtet</div>	16,16	-8,-8	../img/icon-turm-transp.png
35.426667,40.059444	<a href="http:///wiki/Kastell Qreiye" target="pedia">Kastell Qreiye</a>	<div style="max-width: 250px;">Geo 35.426667, 40.059444<br><br>Provinz Syria<br>Euphrat-Limes (Limes Arabicus)<br>wohl severische Gr&#252;ndung; eines der seltenen bekannten mittelkaiserzeitl. Kastelle; m&#246;glicherweise von Schapur I. 253 erobert </div>	16,16	-8,-8	../img/icon-turm-transp.png
32.7849361111,36.8550055556	<a href="http:///wiki/Kleinkastell Ad Diyatheh" target="pedia">Kleinkastell Ad Diyatheh</a>	<div style="max-width: 250px;">Geo 32.7849361111, 36.8550055556<br>Kleinkastell<br>Provinz Arabia Petraea<br>r&#252;ckw&#228;rtiges Kastell des Limes Arabicus<br>r&#252;ckw&#228;rtiges Kastell in einer Siedlung, r&#246;misch-byzantinisch</div>	16,16	-8,-8	../img/icon-turm-transp.png
32.4918777778,36.9386833333	<a href="http:///wiki/Kastell Deir Nasrani" target="pedia">Kastell Deir Nasrani</a>	<div style="max-width: 250px;">Geo 32.4918777778, 36.9386833333<br>tempor&#228;r genutztes Kastell<br><br>Provinz Arabia Petraea<br>Limes Arabicus<br>m&#246;glicherweise severisch, aurelianisch od. diokletianisch; Basislager f&#252;r milit&#228;rische Aktionen?</div>	16,16	-8,-8	../img/icon-turm-transp.png
32.2837888889,36.5999388889	<a href="http:///wiki/Wachturm el Qis" target="pedia">Wachturm el Qis</a>	<div style="max-width: 250px;">Geo 32.2837888889, 36.5999388889<br>Wachturm<br>Provinz Arabia Petraea<br><br>r&#246;mischer und byzantinischer Wachturm</div>	16,16	-8,-8	../img/icon-turm-transp.png
32.1600361111,36.6908888889	<a href="http:///wiki/Wachturm Huwaynit" target="pedia">Wachturm Huwaynit</a>	<div style="max-width: 250px;">Geo 32.1600361111, 36.6908888889<br>Wachturm<br>Provinz Arabia Petraea<br><br>r&#246;merzeitlicher Wachturm</div>	16,16	-8,-8	../img/icon-turm-transp.png
32.1754305556,36.3195361111	<a href="http:///wiki/Kleinkastell Wadi al &#8217;Ajib Survey, Fundstelle 36" target="pedia">Kleinkastell Wadi al &#8217;Ajib Survey, Fundstelle 36</a>	<div style="max-width: 250px;">Geo 32.1754305556, 36.3195361111<br>Kleinkastell<br>Provinz Arabia Petraea<br><br>r&#246;misches KK und Wachturm; sp&#228;tr&#246;mische Keramik</div>	16,16	-8,-8	../img/icon-turm-transp.png
32.0905416667,36.1331416667	<a href="http:///wiki/Kastell Khirbet  Khau " target="pedia">Kastell Khirbet  Khau </a>	<div style="max-width: 250px;">Geo 32.0905416667, 36.1331416667<br>Kastell<br>Provinz Arabia Petraea<br><br>r&#246;misches und byzantinisches Kastell</div>	16,16	-8,-8	../img/icon-turm-transp.png
31.9459166667,36.9522444444	<a href="http:///wiki/Kleinkastell Qasr el-Useikhin" target="pedia">Kleinkastell Qasr el-Useikhin</a>	<div style="max-width: 250px;">Geo 31.9459166667, 36.9522444444<br>Kleinkastell<br>Provinz Arabia Petraea<br>Limes Arabicus, Wadi Sirhan<br>fr&#252;hr&#246;mische Keramik; m&#246;gl. severisches KK; Ende fraglich</div>	16,16	-8,-8	../img/icon-turm-transp.png
31.8636166667,35.847725	<a href="http:///wiki/Wachturm Region Hesban" target="pedia">Wachturm Region Hesban</a>	<div style="max-width: 250px;">Geo 31.8636166667, 35.847725<br>Wachturm<br>Provinz Arabia Petraea<br><br>fr&#252;hr&#246;mische Keramik; sp&#228;tr&#246;mischer und byzantinischer Wachturm</div>	16,16	-8,-8	../img/icon-turm-transp.png
31.8801888889,36.8274388889	<a href="http:///wiki/Kastell Qasr el-Azraq" target="pedia">Kastell Qasr el-Azraq</a>	<div style="max-width: 250px;">Geo 31.8801888889, 36.8274388889<br>Kastell<br>Provinz Arabia Petraea<br>Limes Arabicus; Strata Diocletiana, Wadi Sirhan<br>Der WP-Artikel ist sehr stubbig und undifferenziert. M&#246;gl. severisch;  Weihealter: 293-305. Bauinschrift 326-333: "ruina conlapsam". Keramik: 2. Hd. 4. Jh.: Ende: wohl noch vor 400</div>	16,16	-8,-8	../img/icon-turm-transp.png
30.7634194444,35.5754444444	<a href="http:///wiki/Kleinkastell Ramses" target="pedia">Kleinkastell Ramses</a>	<div style="max-width: 250px;">Geo 30.7634194444, 35.5754444444<br>Kleinkastell<br>Provinz Arabia Petraea<br>Limes Arabicus<br>r&#246;misches und byzantinisches KK</div>	16,16	-8,-8	../img/icon-turm-transp.png
30.7155916667,35.7786083333	<a href="http:///wiki/Wachturm Jabal el Qiran" target="pedia">Wachturm Jabal el Qiran</a>	<div style="max-width: 250px;">Geo 30.7155916667, 35.7786083333<br>Wachturm<br>Provinz Arabia Petraea<br>Limes Arabicus<br>von Nabat&#228;ern &#252;bernommen; fr&#252;hr&#246;mische Keramik; sp&#228;tr&#246;mischer und byzantinischer Wachturm</div>	16,16	-8,-8	../img/icon-turm-transp.png
30.3046166667,35.4847027778	<a href="http:///wiki/Wachturm Khirbet Sarah" target="pedia">Wachturm Khirbet Sarah</a>	<div style="max-width: 250px;">Geo 30.3046166667, 35.4847027778<br>Wachturm<br>Provinz Arabia Petraea<br>Limes Arabicus<br>von Nabat&#228;ern &#252;bernommen; r&#246;mischer Wachturm, Zisterne, Meilenstein, Turmstelle zerst&#246;rt</div>	16,16	-8,-8	../img/icon-turm-transp.png
29.6567805556,35.2307305556	<a href="http:///wiki/Kleinkastell Khirbet el Khaldi" target="pedia">Kleinkastell Khirbet el Khaldi</a>	<div style="max-width: 250px;">Geo 29.6567805556, 35.2307305556<br>Kleinkastell<br>Provinz Arabia Petraea<br>Limes Arabicus<br>nabat&#228;isches Fort, r&#246;mische M&#252;nzen, fr&#252;hr&#246;mische Keramik; sp&#228;tr&#246;misches KK, fr&#252;h- u. sp&#228;tbyzantinische Funde</div>	16,16	-8,-8	../img/icon-turm-transp.png
29.5436861111,35.1337888889	<a href="http:///wiki/Kleinkastell Qasr el-Kithara" target="pedia">Kleinkastell Qasr el-Kithara</a>	<div style="max-width: 250px;">Geo 29.5436861111, 35.1337888889<br>Kleinkastell<br>Provinz Arabia Petraea<br>Limes Arabicus, Via Nova Traiana<br>nabat&#228;ischer Posten, fr&#252;hr&#246;mische Keramik, sp&#228;tr&#246;misches Neubau-KK, trapezoid, in fr&#252;h- und sp&#228;tbyzantinischer Zeit weiter genutzt, durch modernen Stra&#223;enbau teilweise zerst&#246;rt</div>	16,16	-8,-8	../img/icon-turm-transp.png
31.0573194444,14.8783583333	<a href="http://kein Artikel/wiki/Kasr el-Faschia" target="pedia">Kasr el-Faschia</a>	<div style="max-width: 250px;">Geo 31.0573194444, 14.8783583333<br>Kleinkastell <br>Provinz Tripolitania<br>Limes Tripolitanus<br>sicherte einen Brunnen; Datierung nach Mattingly</div>	16,16	-8,-8	../img/icon-turm-transp.png
30.391275,13.5903944444	<a href="http://kein Artikel/wiki/Kleinkastell Gheriat esh-Shergia" target="pedia">Kleinkastell Gheriat esh-Shergia</a>	<div style="max-width: 250px;">Geo 30.391275, 13.5903944444<br>Kleinkastell<br>Provinz Tripolitania<br>Limes Tripolitanus<br>Datierung nach Mattingly; Analog Gholaia</div>	16,16	-8,-8	../img/icon-turm-transp.png
30.4204972222,13.4184277778	<a href="http://kein Artikel/wiki/Kastell Gheriat el-Garbia" target="pedia">Kastell Gheriat el-Garbia</a>	<div style="max-width: 250px;">Geo 30.4204972222, 13.4184277778<br>Kastell<br>Provinz Tripolitania<br>Limes Tripolitanus<br>Reparaturinschrift 239; Ende: Analog zu Gholaia</div>	16,16	-8,-8	../img/icon-turm-transp.png
32.2261277778,13.3664222222	<a href="http://kein Artikel/wiki/Kleinkastell Thenadassa" target="pedia">Kleinkastell Thenadassa</a>	<div style="max-width: 250px;">Geo 32.2261277778, 13.3664222222<br>Kleinkastell<br>Provinz Tripolitania<br>Limes Tripolitanus<br>Gr&#252;ndung im 2. Jh. m&#246;glich; Bau des Dolichenum: 198/210; Neubau Kastell: 201-211; Reparatur Bad: fr&#252;hes 3. Jh.</div>	16,16	-8,-8	../img/icon-turm-transp.png
30.1334444444,9.4995	<a href="http://de.wikipedia.org/wiki/Kastell Cidamus" target="pedia">Kastell Cidamus</a>	<div style="max-width: 250px;">Geo 30.1334444444, 9.4995<br>Vexillationskastell<br>Provinz Africa proconsularis <br> Limes Tripolitanus<br>severische Inschriften</div>	16,16	-8,-8	../img/icon-turm-transp.png
33.6564611111,9.64561388889	<a href="http://kein Artikel/wiki/Tebaga-Clausura " target="pedia">Tebaga-Clausura </a>	<div style="max-width: 250px;">Geo 33.6564611111, 9.64561388889<br>s&#252;dliches Ende der Clausura<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
33.6710722222,9.61726666667	<a href="http://kein Artikel/wiki/Tebaga-Clausura " target="pedia">Tebaga-Clausura </a>	<div style="max-width: 250px;">Geo 33.6710722222, 9.61726666667<br>Durchgang der Clausura<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br>Einziger Durchgang. 1904: &#214;llampen (fr&#252;hestens sp&#228;tes 2. Jh.); 1982: Keramik (3. Jh.)</div>	16,16	-8,-8	../img/icon-turm-transp.png
33.6959916667,9.58545555556	<a href="http://kein Artikel/wiki/Tebaga-Clausura " target="pedia">Tebaga-Clausura </a>	<div style="max-width: 250px;">Geo 33.6959916667, 9.58545555556<br>Wachturm der Clausura<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
33.7196027778,9.56363055556	<a href="http://kein Artikel/wiki/Tebaga-Clausura " target="pedia">Tebaga-Clausura </a>	<div style="max-width: 250px;">Geo 33.7196027778, 9.56363055556<br>Wachturm der Clausura<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
33.735325,9.53933611111	<a href="http://kein Artikel/wiki/Tebaga-Clausura " target="pedia">Tebaga-Clausura </a>	<div style="max-width: 250px;">Geo 33.735325, 9.53933611111<br>n&#246;rdlicher Beginn der Clausura<br>Provinz Africa proconsularis, Tripolitania<br>Limes Tripolitanus<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.6698305556,5.31948611111	<a href="http://kein Artikel/wiki/Kastell Kherbet Zerga (Cellas) " target="pedia">Kastell Kherbet Zerga (Cellas) </a>	<div style="max-width: 250px;">Geo 35.6698305556, 5.31948611111<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.6377361111,5.09474444444	<a href="http://kein Artikel/wiki/Kastell Magra (Macri) " target="pedia">Kastell Magra (Macri) </a>	<div style="max-width: 250px;">Geo 35.6377361111, 5.09474444444<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.8187527778,4.29201388889	<a href="http://kein Artikel/wiki/Kastell Tarmount (Aras) " target="pedia">Kastell Tarmount (Aras) </a>	<div style="max-width: 250px;">Geo 35.8187527778, 4.29201388889<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
36.0198083333,3.98949722222	<a href="http://kein Artikel/wiki/Kastell Taraess (Tatilti) " target="pedia">Kastell Taraess (Tatilti) </a>	<div style="max-width: 250px;">Geo 36.0198083333, 3.98949722222<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.8554638889,3.69339444444	<a href="http://kein Artikel/wiki/Kastell Ain Grimidi " target="pedia">Kastell Ain Grimidi </a>	<div style="max-width: 250px;">Geo 35.8554638889, 3.69339444444<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.3766027778,5.89389444444	<a href="http://kein Artikel/wiki/Kastell Ain Touta " target="pedia">Kastell Ain Touta </a>	<div style="max-width: 250px;">Geo 35.3766027778, 5.89389444444<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.8502305556,2.89988888889	<a href="http://en.wikipedia.org/wiki/Kastell Saneg " target="pedia">Kastell Saneg </a>	<div style="max-width: 250px;">Geo 35.8502305556, 2.89988888889<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.8900472222,2.46886944444	<a href="http://kein Artikel/wiki/Kastell Kherba des Ouled Hellal " target="pedia">Kastell Kherba des Ouled Hellal </a>	<div style="max-width: 250px;">Geo 35.8900472222, 2.46886944444<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.9074583333,2.38844166667	<a href="http://kein Artikel/wiki/Kastell Derrag " target="pedia">Kastell Derrag </a>	<div style="max-width: 250px;">Geo 35.9074583333, 2.38844166667<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.6666611111,1.96667222222	<a href="http://kein Artikel/wiki/Kastell Ain Toukria " target="pedia">Kastell Ain Toukria </a>	<div style="max-width: 250px;">Geo 35.6666611111, 1.96667222222<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br>severisch</div>	16,16	-8,-8	../img/icon-turm-transp.png
35.4700666667,1.52158333333	<a href="http://de.wikipedia.org/wiki/Kastell Sidi Hosni " target="pedia">Kastell Sidi Hosni </a>	<div style="max-width: 250px;">Geo 35.4700666667, 1.52158333333<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.1469944444,1.47252222222	<a href="http://kein Artikel/wiki/Kastell Temordjanet " target="pedia">Kastell Temordjanet </a>	<div style="max-width: 250px;">Geo 35.1469944444, 1.47252222222<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.0707888889,1.29881944444	<a href="http://kein Artikel/wiki/Kastell Ben Beha " target="pedia">Kastell Ben Beha </a>	<div style="max-width: 250px;">Geo 35.0707888889, 1.29881944444<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.004675,-1.03686111111	<a href="http://kein Artikel/wiki/Kastell Tourhzout" target="pedia">Kastell Tourhzout</a>	<div style="max-width: 250px;">Geo 35.004675, -1.03686111111<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
35.0873527778,0.620136111111	<a href="http://kein Artikel/wiki/Kastell Henchir Souik " target="pedia">Kastell Henchir Souik </a>	<div style="max-width: 250px;">Geo 35.0873527778, 0.620136111111<br>Kohortenkastell<br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
34.9858361111,0.470283333333	<a href="http://kein Artikel/wiki/Kastell Ain Balloul " target="pedia">Kastell Ain Balloul </a>	<div style="max-width: 250px;">Geo 34.9858361111, 0.470283333333<br><br>Provinz Mauretania Caesarensis<br>Limes Mauretaniae<br></div>	16,16	-8,-8	../img/icon-turm-transp.png
